Date,Lot,Progress,EW_OOF_Raw_Probability,EW_OOF_Risk_Score,EW_OOF_Risk_Percentile,EW_OOF_Reference_Threshold,EW_OOF_Threshold_Alert,EW_OOF_Fold
2021-09-29,11,80,0.00010231156,-0.10334413272818221,0.45,0.03310100734233856,False,4
2021-09-29,12,80,3.686497e-05,-0.23862348773630507,0.2409090909090909,0.03310100734233856,False,4
2021-09-29,13,80,3.851461e-05,-0.23521365476246694,0.2636363636363636,0.03310100734233856,False,4
2021-09-29,14,80,4.767965e-05,-0.2162693419808703,0.30454545454545456,0.03310100734233856,False,4
2021-09-29,15,80,1.6174017e-05,-0.28139208420700546,0.11363636363636363,0.03310100734233856,False,4
2021-09-29,16,80,0.00024716664,0.19607407757216047,0.6136363636363636,0.03310100734233856,False,4
2021-09-29,17,80,0.00027348663,0.25047800181015945,0.6318181818181818,0.03310100734233856,False,4
2021-09-29,18,80,3.0363764e-05,-0.2520616055795503,0.21363636363636362,0.03310100734233856,False,4
2021-09-29,19,80,8.187339e-06,-0.2979007015646239,0.04090909090909091,0.03310100734233856,False,4
2021-09-29,20,80,0.008135425,16.50125474911184,0.9272727272727272,0.03310100734233856,False,4
2021-09-29,21,80,0.005783552,11.639888117828205,0.9181818181818182,0.03310100734233856,False,4
2021-09-29,22,80,4.7399117e-05,-0.21684920661896323,0.30454545454545456,0.03310100734233856,False,4
2021-09-30,1,80,0.00022962884,0.15982312293713863,0.5954545454545455,0.03310100734233856,False,4
2021-09-30,2,80,1.6200878e-05,-0.28133656197239404,0.11363636363636363,0.03310100734233856,False,4
2021-09-30,3,80,0.01313184,26.828940533344323,0.95,0.03310100734233856,False,4
2021-09-30,4,80,3.67167e-05,-0.23892996355317034,0.23636363636363636,0.03310100734233856,False,4
2021-09-30,5,80,0.0013574176,2.4909839440841806,0.8636363636363636,0.03310100734233856,False,4
2021-09-30,6,80,0.00031619176,0.3387503162064015,0.6636363636363637,0.03310100734233856,False,4
2021-09-30,7,80,0.000118337106,-0.07021902688739502,0.4636363636363636,0.03310100734233856,False,4
2021-09-30,8,80,0.006486294,13.092469309555614,0.9227272727272727,0.03310100734233856,False,4
2021-09-30,9,80,1.7342092e-05,-0.27897765093761023,0.11363636363636363,0.03310100734233856,False,4
2021-09-30,10,80,2.2872953e-05,-0.26754525549026054,0.16363636363636364,0.03310100734233856,False,4
2021-09-30,11,80,3.0398476e-05,-0.25198985567753296,0.21363636363636362,0.03310100734233856,False,4
2021-09-30,12,80,0.00015225775,-0.00010440451078019437,0.5,0.03310100734233856,False,4
2021-09-30,13,80,0.0005949411,0.9149305067814806,0.7727272727272727,0.03310100734233856,False,4
2021-09-30,14,80,0.00076193514,1.260110408296534,0.7954545454545454,0.03310100734233856,False,4
2021-09-30,15,80,0.002447174,4.743531206601517,0.8772727272727273,0.03310100734233856,False,4
2021-09-30,16,80,0.0003907314,0.4928252053123277,0.7,0.03310100734233856,False,4
2021-09-30,17,80,7.870846e-05,-0.15213220119660623,0.41363636363636364,0.03310100734233856,False,4
2021-09-30,18,80,5.2248033e-05,-0.20682640366315153,0.32272727272727275,0.03310100734233856,False,4
2021-09-30,19,80,0.0016307055,3.055875453329439,0.8636363636363636,0.03310100734233856,False,4
2021-09-30,20,80,0.00075867114,1.253363669095152,0.7954545454545454,0.03310100734233856,False,4
2021-09-30,21,80,0.0002476698,0.1971141522404859,0.6136363636363636,0.03310100734233856,False,4
2021-09-30,22,80,0.00010961337,-0.08825115375857742,0.45,0.03310100734233856,False,4
2021-10-05,1,80,0.00021586585,0.13137474361338267,0.5863636363636363,0.03310100734233856,False,4
2021-10-05,2,80,0.00027918618,0.26225907779324176,0.6318181818181818,0.03310100734233856,False,4
2021-10-05,3,80,5.1007555e-05,-0.20939049542963314,0.3181818181818182,0.03310100734233856,False,4
2021-10-05,4,80,0.002531859,4.9185770546497904,0.8863636363636364,0.03310100734233856,False,4
2021-10-05,5,80,1.3146463e-05,-0.28765009652379,0.09545454545454546,0.03310100734233856,False,4
2021-10-05,6,80,3.531575e-05,-0.24182575997069095,0.2318181818181818,0.03310100734233856,False,4
2021-10-05,7,80,5.1000065e-05,-0.2094059786396372,0.3181818181818182,0.03310100734233856,False,4
2021-10-05,8,80,4.5836496e-05,-0.22007917417265216,0.29545454545454547,0.03310100734233856,False,4
2021-10-05,9,80,0.0005033315,0.7255717056857596,0.7454545454545455,0.03310100734233856,False,4
2021-10-05,10,80,0.00028897924,0.28250152124982214,0.6409090909090909,0.03310100734233856,False,4
2021-10-05,11,80,0.0006652086,1.0601748377007667,0.7909090909090909,0.03310100734233856,False,4
2021-10-05,12,80,0.000114046445,-0.07908790583080093,0.4636363636363636,0.03310100734233856,False,4
2021-10-05,13,80,6.1058265e-05,-0.18861548669917816,0.35,0.03310100734233856,False,4
2021-10-05,14,80,7.655251e-05,-0.15658858336223433,0.41363636363636364,0.03310100734233856,False,4
2021-10-05,15,80,0.00053902424,0.7993493291912426,0.7545454545454545,0.03310100734233856,False,4
2021-10-05,16,80,0.00016893893,0.03437591459223737,0.5181818181818182,0.03310100734233856,False,4
2021-10-05,17,80,1.3369033e-05,-0.2871900406488781,0.09545454545454546,0.03310100734233856,False,4
2021-10-05,18,80,9.5351155e-05,-0.11773142623901023,0.44545454545454544,0.03310100734233856,False,4
2021-10-05,19,80,0.00024672635,0.195164004717604,0.6136363636363636,0.03310100734233856,False,4
2021-10-05,20,80,0.047503818,97.87647541681343,0.9727272727272728,0.03310100734233856,True,4
